stock_code,stock_name,industry,source,review_priority,review_industry,review_note
600195,中牧股份,农林牧渔,deepseek,2,农林牧渔,
600251,冠农股份,农林牧渔,deepseek,2,农林牧渔,
600257,大湖股份,农林牧渔,deepseek,2,农林牧渔,
600359,新农开发,农林牧渔,deepseek,2,农林牧渔,
600371,万向德农,农林牧渔,deepseek,2,农林牧渔,
600467,好当家,农林牧渔,deepseek,2,农林牧渔,
600598,北大荒,农林牧渔,deepseek,2,农林牧渔,
600737,中粮糖业,农林牧渔,deepseek,2,农林牧渔,
600962,国投中鲁,农林牧渔,deepseek,2,农林牧渔,
600965,*ST福成,农林牧渔,deepseek,2,农林牧渔,
600975,新五丰,农林牧渔,deepseek,2,农林牧渔,
603151,邦基科技,农林牧渔,deepseek,2,农林牧渔,
603182,嘉华股份,农林牧渔,deepseek,2,农林牧渔,
603477,巨星农牧,农林牧渔,deepseek,2,农林牧渔,
000513,丽珠集团,医药生物,deepseek,2,医药生物,
000538,云南白药,医药生物,deepseek,2,医药生物,
000661,长春高新,医药生物,deepseek,2,医药生物,
000813,德展健康,医药生物,deepseek,2,医药生物,
000915,华特达因,医药生物,deepseek,2,医药生物,
000931,中 关 村,医药生物,deepseek,2,医药生物,
000950,重药控股,医药生物,deepseek,2,医药生物,
000989,九芝堂,医药生物,deepseek,2,医药生物,
000999,华润三九,医药生物,deepseek,2,医药生物,
002004,华邦健康,医药生物,deepseek,2,医药生物,
002044,美年健康,医药生物,deepseek,2,医药生物,
002173,创新医疗,医药生物,deepseek,2,医药生物,
002219,新里程,医药生物,deepseek,2,医药生物,
002223,鱼跃医疗,医药生物,deepseek,2,医药生物,
002275,桂林三金,医药生物,deepseek,2,医药生物,
002287,奇正藏药,医药生物,deepseek,2,医药生物,
002294,信立泰,医药生物,deepseek,2,医药生物,
002382,蓝帆医疗,医药生物,deepseek,2,医药生物,
002432,九安医疗,医药生物,deepseek,2,医药生物,
002551,尚荣医疗,医药生物,deepseek,2,医药生物,
002653,海思科,医药生物,deepseek,2,医药生物,
002817,黄山胶囊,医药生物,deepseek,2,医药生物,
002898,*ST赛隆,医药生物,deepseek,2,医药生物,
002901,大博医疗,医药生物,deepseek,2,医药生物,
002923,润都股份,医药生物,deepseek,2,医药生物,
002940,昂利康,医药生物,deepseek,2,医药生物,
002950,奥美医疗,医药生物,deepseek,2,医药生物,
200028,,医药生物,deepseek,2,医药生物,
300143,盈康生命,医药生物,deepseek,2,医药生物,
300206,理邦仪器,医药生物,deepseek,2,医药生物,
300314,戴维医疗,医药生物,deepseek,2,医药生物,
300363,博腾股份,医药生物,deepseek,2,医药生物,
300434,金石亚药,医药生物,deepseek,2,医药生物,
300436,广生堂,医药生物,deepseek,2,医药生物,
300452,山河药辅,医药生物,deepseek,2,医药生物,
300497,富祥股份,医药生物,deepseek,2,医药生物,
300595,欧普康视,医药生物,deepseek,2,医药生物,
300677,英科医疗,医药生物,deepseek,2,医药生物,
300702,天宇股份,医药生物,deepseek,2,医药生物,
300725,药石科技,医药生物,deepseek,2,医药生物,
300753,爱朋医疗,医药生物,deepseek,2,医药生物,
300759,康龙化成,医药生物,deepseek,2,医药生物,
300760,迈瑞医疗,医药生物,deepseek,2,医药生物,
300765,新诺威,医药生物,deepseek,2,医药生物,
300832,新产业,医药生物,deepseek,2,医药生物,
300869,康泰医学,医药生物,deepseek,2,医药生物,
300981,中红医疗,医药生物,deepseek,2,医药生物,
301017,漱玉平民,医药生物,deepseek,2,医药生物,
301047,义翘神州,医药生物,deepseek,2,医药生物,
301060,兰卫医学,医药生物,deepseek,2,医药生物,
301080,百普赛斯,医药生物,deepseek,2,医药生物,
301087,可孚医疗,医药生物,deepseek,2,医药生物,
301122,采纳股份,医药生物,deepseek,2,医药生物,
301408,华人健康,医药生物,deepseek,2,医药生物,
600055,万东医疗,医药生物,deepseek,2,医药生物,
600062,华润双鹤,医药生物,deepseek,2,医药生物,
600080,ST金花,医药生物,deepseek,2,医药生物,
600085,同仁堂,医药生物,deepseek,2,医药生物,
600129,太极集团,医药生物,deepseek,2,医药生物,
600200,,医药生物,deepseek,2,医药生物,
600201,生物股份,医药生物,deepseek,2,医药生物,
600329,达仁堂,医药生物,deepseek,2,医药生物,
600332,白云山,医药生物,deepseek,2,医药生物,
600380,健康元,医药生物,deepseek,2,医药生物,
600420,国药现代,医药生物,deepseek,2,医药生物,
600422,昆药集团,医药生物,deepseek,2,医药生物,
600436,片仔癀,医药生物,deepseek,2,医药生物,
600511,国药股份,医药生物,deepseek,2,医药生物,
600529,山东药玻,医药生物,deepseek,2,医药生物,
600530,交大昂立,医药生物,deepseek,2,医药生物,
600538,国发股份,医药生物,deepseek,2,医药生物,
600572,康恩贝,医药生物,deepseek,2,医药生物,
600750,华润江中,医药生物,deepseek,2,医药生物,
600763,通策医疗,医药生物,deepseek,2,医药生物,
600774,汉商集团,医药生物,deepseek,2,医药生物,
600829,人民同泰,医药生物,deepseek,2,医药生物,
600998,九州通,医药生物,deepseek,2,医药生物,
603014,威高血净,医药生物,deepseek,2,医药生物,
603108,润达医疗,医药生物,deepseek,2,医药生物,
603122,合富中国,医药生物,deepseek,2,医药生物,
603222,济民健康,医药生物,deepseek,2,医药生物,
603233,大参林,医药生物,deepseek,2,医药生物,
603259,药明康德,医药生物,deepseek,2,医药生物,
603301,振德医疗,医药生物,deepseek,2,医药生物,
603309,维力医疗,医药生物,deepseek,2,医药生物,
603520,司太立,医药生物,deepseek,2,医药生物,
603538,美诺华,医药生物,deepseek,2,医药生物,
603566,普莱柯,医药生物,deepseek,2,医药生物,
603707,健友股份,医药生物,deepseek,2,医药生物,
603716,塞力医疗,医药生物,deepseek,2,医药生物,
603718,*ST海利,医药生物,deepseek,2,医药生物,
603882,金域医学,医药生物,deepseek,2,医药生物,
603896,寿仙谷,医药生物,deepseek,2,医药生物,
603987,康德莱,医药生物,deepseek,2,医药生物,
605116,奥锐特,医药生物,deepseek,2,医药生物,
605266,健之佳,医药生物,deepseek,2,医药生物,
688085,三友医疗,医药生物,deepseek,2,医药生物,
688114,华大智造,医药生物,deepseek,2,医药生物,
688185,康希诺,医药生物,deepseek,2,医药生物,
688506,百利天恒,医药生物,deepseek,2,医药生物,
688607,康众医疗,医药生物,deepseek,2,医药生物,
688617,惠泰医疗,医药生物,deepseek,2,医药生物,
688656,浩欧博,医药生物,deepseek,2,医药生物,
688758,赛分科技,医药生物,deepseek,2,医药生物,
000061,农 产 品,商贸零售,deepseek,2,商贸零售,
000501,武商集团,商贸零售,deepseek,2,商贸零售,
000759,中百集团,商贸零售,deepseek,2,商贸零售,
000785,居然智家,商贸零售,deepseek,2,商贸零售,
000906,浙商中拓,商贸零售,deepseek,2,商贸零售,
001316,润贝航科,商贸零售,deepseek,2,商贸零售,
002072,凯瑞德,商贸零售,deepseek,2,商贸零售,
002264,新 华 都,商贸零售,deepseek,2,商贸零售,
002301,齐心集团,商贸零售,deepseek,2,商贸零售,
002315,焦点科技,商贸零售,deepseek,2,商贸零售,
002416,爱施德,商贸零售,deepseek,2,商贸零售,
002419,天虹股份,商贸零售,deepseek,2,商贸零售,
002537,海联金汇,商贸零售,deepseek,2,商贸零售,
002640,跨境通,商贸零售,deepseek,2,商贸零售,
002697,红旗连锁,商贸零售,deepseek,2,商贸零售,
002803,吉宏股份,商贸零售,deepseek,2,商贸零售,
002818,富森美,商贸零售,deepseek,2,商贸零售,
003010,若羽臣,商贸零售,deepseek,2,商贸零售,
300226,上海钢联,商贸零售,deepseek,2,商贸零售,
300592,华凯易佰,商贸零售,deepseek,2,商贸零售,
300755,华致酒行,商贸零售,deepseek,2,商贸零售,
300785,值得买,商贸零售,deepseek,2,商贸零售,
300792,壹网壹创,商贸零售,deepseek,2,商贸零售,
301110,青木科技,商贸零售,deepseek,2,商贸零售,
301558,三态股份,商贸零售,deepseek,2,商贸零售,
600113,浙江东日,商贸零售,deepseek,2,商贸零售,
600128,苏豪弘业,商贸零售,deepseek,2,商贸零售,
600185,珠免集团,商贸零售,deepseek,2,商贸零售,
600241,时代万恒,商贸零售,deepseek,2,商贸零售,
600250,南京商旅,商贸零售,deepseek,2,商贸零售,
600278,东方创业,商贸零售,deepseek,2,商贸零售,
600280,中央商场,商贸零售,deepseek,2,商贸零售,
600327,大东方,商贸零售,deepseek,2,商贸零售,
600415,小商品城,商贸零售,deepseek,2,商贸零售,
600628,新世界,商贸零售,deepseek,2,商贸零售,
600655,豫园股份,商贸零售,deepseek,2,商贸零售,
600682,南京新百,商贸零售,deepseek,2,商贸零售,
600693,东百集团,商贸零售,deepseek,2,商贸零售,
600697,欧亚集团,商贸零售,deepseek,2,商贸零售,
600710,苏美达,商贸零售,deepseek,2,商贸零售,
600729,重百集团,商贸零售,deepseek,2,商贸零售,
600738,丽尚国潮,商贸零售,deepseek,2,商贸零售,
600755,厦门国贸,商贸零售,deepseek,2,商贸零售,
600778,友好集团,商贸零售,deepseek,2,商贸零售,
600790,轻纺城,商贸零售,deepseek,2,商贸零售,
600822,上海物贸,商贸零售,deepseek,2,商贸零售,
600824,益民集团,商贸零售,deepseek,2,商贸零售,
600826,兰生股份,商贸零售,deepseek,2,商贸零售,
600827,百联股份,商贸零售,deepseek,2,商贸零售,
600828,茂业商业,商贸零售,deepseek,2,商贸零售,
600857,宁波中百,商贸零售,deepseek,2,商贸零售,
600859,王府井,商贸零售,deepseek,2,商贸零售,
600865,百大集团,商贸零售,deepseek,2,商贸零售,
600981,苏豪汇鸿,商贸零售,deepseek,2,商贸零售,
601086,国芳集团,商贸零售,deepseek,2,商贸零售,
601366,利群股份,商贸零售,deepseek,2,商贸零售,
601828,美凯龙,商贸零售,deepseek,2,商贸零售,
603101,汇嘉时代,商贸零售,deepseek,2,商贸零售,
603123,翠微股份,商贸零售,deepseek,2,商贸零售,
603214,XD爱婴室,商贸零售,deepseek,2,商贸零售,
603682,锦和商管,商贸零售,deepseek,2,商贸零售,
603708,家家悦,商贸零售,deepseek,2,商贸零售,
605136,丽人丽妆,商贸零售,deepseek,2,商贸零售,
605599,菜百股份,商贸零售,deepseek,2,商贸零售,
000519,中兵红箭,国防军工,deepseek,2,国防军工,
000576,甘化科工,国防军工,deepseek,2,国防军工,
000768,中航西飞,国防军工,deepseek,2,国防军工,
002023,海特高新,国防军工,deepseek,2,国防军工,
002179,中航光电,国防军工,deepseek,2,国防军工,
002190,成飞集成,国防军工,deepseek,2,国防军工,
002265,建设工业,国防军工,deepseek,2,国防军工,
002383,合众思壮,国防军工,deepseek,2,国防军工,
002413,雷科防务,国防军工,deepseek,2,国防军工,
002414,高德红外,国防军工,deepseek,2,国防军工,
002933,新兴装备,国防军工,deepseek,2,国防军工,
002977,*ST天箭,国防军工,deepseek,2,国防军工,
300008,天海防务,国防军工,deepseek,2,国防军工,
300034,钢研高纳,国防军工,deepseek,2,国防军工,
300045,华力创通,国防军工,deepseek,2,国防军工,
300053,航宇微,国防军工,deepseek,2,国防军工,
300065,海兰信,国防军工,deepseek,2,国防军工,
300101,振芯科技,国防军工,deepseek,2,国防军工,
300123,ST亚光,国防军工,deepseek,2,国防军工,
300177,中海达,国防军工,deepseek,2,国防军工,
300395,菲利华,国防军工,deepseek,2,国防军工,
300397,天和防务,国防军工,deepseek,2,国防军工,
300516,久之洋,国防军工,deepseek,2,国防军工,
300600,国瑞科技,国防军工,deepseek,2,国防军工,
300696,爱乐达,国防军工,deepseek,2,国防军工,
300722,新余国科,国防军工,deepseek,2,国防军工,
300875,捷强装备,国防军工,deepseek,2,国防军工,
301302,华如科技,国防军工,deepseek,2,国防军工,
301517,陕西华达,国防军工,deepseek,2,国防军工,
302132,中航成飞,国防军工,deepseek,2,国防军工,
600038,中直股份,国防军工,deepseek,2,国防军工,
600072,中船科技,国防军工,deepseek,2,国防军工,
600150,中国船舶,国防军工,deepseek,2,国防军工,
600184,光电股份,国防军工,deepseek,2,国防军工,
600372,中航机载,国防军工,deepseek,2,国防军工,
600562,国睿科技,国防军工,deepseek,2,国防军工,
600685,中船防务,国防军工,deepseek,2,国防军工,
600760,中航沈飞,国防军工,deepseek,2,国防军工,
600764,中国海防,国防军工,deepseek,2,国防军工,
600765,中航重机,国防军工,deepseek,2,国防军工,
600862,中航高科,国防军工,deepseek,2,国防军工,
601890,亚星锚链,国防军工,deepseek,2,国防军工,
605123,派克新材,国防军工,deepseek,2,国防军工,
688281,华秦科技,国防军工,deepseek,2,国防军工,
688283,坤恒顺维,国防军工,deepseek,2,国防军工,
688685,迈信林,国防军工,deepseek,2,国防军工,
000422,湖北宜化,基础化工,deepseek,2,基础化工,
000510,新金路,基础化工,deepseek,2,基础化工,
000523,红棉股份,基础化工,deepseek,2,基础化工,
000565,渝三峡Ａ,基础化工,deepseek,2,基础化工,
000677,ST海龙,基础化工,deepseek,2,基础化工,
000893,亚钾国际,基础化工,deepseek,2,基础化工,
000985,大庆华科,基础化工,deepseek,2,基础化工,
001218,丽臣实业,基础化工,deepseek,2,基础化工,
001231,农心科技,基础化工,deepseek,2,基础化工,
001369,双欣材料,基础化工,deepseek,2,基础化工,
002001,新 和 成,基础化工,deepseek,2,基础化工,
002068,黑猫股份,基础化工,deepseek,2,基础化工,
002102,ST能特,基础化工,deepseek,2,基础化工,
002109,ST兴化,基础化工,deepseek,2,基础化工,
002136,安 纳 达,基础化工,deepseek,2,基础化工,
002206,海 利 得,基础化工,deepseek,2,基础化工,
002263,大东南,基础化工,deepseek,2,基础化工,
002326,永太科技,基础化工,deepseek,2,基础化工,
002360,ST同德,基础化工,deepseek,2,基础化工,
002361,神剑股份,基础化工,deepseek,2,基础化工,
002381,双箭股份,基础化工,deepseek,2,基础化工,
002427,尤夫股份,基础化工,deepseek,2,基础化工,
002440,闰土股份,基础化工,deepseek,2,基础化工,
002470,金正大,基础化工,deepseek,2,基础化工,
002476,宝莫股份,基础化工,deepseek,2,基础化工,
002497,雅化集团,基础化工,deepseek,2,基础化工,
002513,蓝丰生化,基础化工,deepseek,2,基础化工,
002538,ST司特,基础化工,deepseek,2,基础化工,
002549,凯美特气,基础化工,deepseek,2,基础化工,
002585,双星新材,基础化工,deepseek,2,基础化工,
002591,恒大高新,基础化工,deepseek,2,基础化工,
002601,龙佰集团,基础化工,deepseek,2,基础化工,
002748,世龙实业,基础化工,deepseek,2,基础化工,
002749,国光股份,基础化工,deepseek,2,基础化工,
002753,永东股份,基础化工,deepseek,2,基础化工,
002768,国恩股份,基础化工,deepseek,2,基础化工,
002802,洪汇新材,基础化工,deepseek,2,基础化工,
002809,红墙股份,基础化工,deepseek,2,基础化工,
002838,道恩股份,基础化工,deepseek,2,基础化工,
002895,川恒股份,基础化工,deepseek,2,基础化工,
002909,集泰股份,基础化工,deepseek,2,基础化工,
002915,中欣氟材,基础化工,deepseek,2,基础化工,
002917,金奥博,基础化工,deepseek,2,基础化工,
002998,优彩资源,基础化工,deepseek,2,基础化工,
300121,阳谷华泰,基础化工,deepseek,2,基础化工,
300132,青松股份,基础化工,deepseek,2,基础化工,
300169,天晟新材,基础化工,deepseek,2,基础化工,
300174,元力股份,基础化工,deepseek,2,基础化工,
300180,华峰超纤,基础化工,deepseek,2,基础化工,
300230,永利股份,基础化工,deepseek,2,基础化工,
300285,国瓷材料,基础化工,deepseek,2,基础化工,
300405,科隆股份,基础化工,deepseek,2,基础化工,
300409,道氏技术,基础化工,deepseek,2,基础化工,
