name,turnover,holding_period_days,concentration_hhi,buy_sell_symmetry,volatility_pref,realized_return_pref,max_drawdown_pref,market_state_exposure,trade_interval_days,ind_交通运输,ind_传媒,ind_公用事业,ind_农林牧渔,ind_医药生物,ind_商贸零售,ind_国防军工,ind_基础化工,ind_家用电器,ind_建筑材料,ind_建筑装饰,ind_房地产,ind_有色金属,ind_机械设备,ind_汽车,ind_煤炭,ind_环保,ind_电力设备,ind_电子,ind_石油石化,ind_社会服务,ind_纺织服饰,ind_综合,ind_美容护理,ind_计算机,ind_轻工制造,ind_通信,ind_钢铁,ind_银行,ind_非银金融,ind_食品饮料
sim_acct_0010,75.14599486775491,2.4468454031832914,0.2618746111203414,0.46096354579854837,0.15291252423312188,0.012843409668432976,0.874595832430591,0.20014087821963758,1.7862257566402102,6.631124111825364e-32,4.21901008099823e-52,0.013936738515825622,6.753579955000524e-06,0.0009973824050384386,0.006917042446729903,0.0372302947023492,2.1448792349151184e-11,1.3696848676384532e-16,9.123580468991372e-13,0.10806375842782259,0.00016421582225027706,0.5382093428132525,5.554688938116189e-08,0.0023656553609481116,5.216494003419781e-25,1.1081390957508224e-56,0.06714387498660294,0.031889538192270674,0.023419387087830076,4.792303699302702e-06,5.167294002279997e-120,2.0742228572200673e-36,6.3636142292153865e-18,0.0014773582670539812,5.8675426364144775e-81,6.465246088270245e-50,0.1428068680607362,1.7787082372776812e-122,0.025366941458384664,6.220811057953688e-35
sim_acct_0011,40.602057617428535,6.986267109322968,0.2756406437534335,0.37708499388896377,0.03663201117673273,-0.04930161775415816,0.8728005930633536,0.3119715104877765,3.676200266217414,1.389971980839737e-120,0.02183112688659326,0.0005786411364990708,0.0001310484519496141,4.106385365789916e-28,2.0154705978604295e-05,5.241312608684521e-11,0.18861137071042022,4.1734381548277425e-06,1.6728640332804103e-132,1.0414578268420571e-07,1.9839215022067752e-114,1.52384502221102e-05,2.2046265199639242e-07,5.329609288578136e-21,7.444361282112153e-26,2.103679846487919e-28,0.44276060583545734,0.20430184714209776,0.10368430249570058,1.4352835217018636e-73,4.317923109808526e-07,8.449601042992123e-169,1.652084815238865e-35,0.038060730122995004,3.9633111833452225e-09,2.749871955283509e-112,1.5352154258463682e-34,2.0746172803904873e-10,1.4549023388934614e-34,7.407732764267607e-65
sim_acct_0012,5.445166936187916,63.74900203494261,0.4589428237009168,0.5435025076027232,0.07426718336768617,0.04488781053128843,0.6902227475341987,0.30194720271320874,4.757619807205201,0.13074472197505124,6.453571894808269e-15,9.878662954130765e-12,8.345523925596681e-66,1.0849304121889269e-110,0.03538085404606349,1.709679176232948e-21,1.0794824348861214e-29,1.6500696793651708e-87,6.816284821862277e-15,5.043226814685467e-08,3.2493789852451514e-31,1.0370081164547501e-54,1.2407770286921342e-67,3.473042396464004e-31,0.21583855019247497,2.2527279366216042e-184,4.977670488914427e-20,1.0212184295528407e-108,0.24450081511431043,7.937255364578827e-21,0.3419214755631125,1.3581483664612588e-18,3.943213698492434e-17,2.2069034628546994e-98,6.742068622804134e-15,5.33587757270628e-158,0.003908191942731041,0.027528676844286074,0.00017666387980335146,5.883839259393224e-35
sim_acct_0013,92.17215550107292,3.32251274141404,0.2560305892838214,0.5728699682178112,0.1212558104325478,0.01321420931283009,0.7808703510057915,0.25636635913427286,1.391051767282684,0.010401697335905602,5.389096016737005e-49,3.4513527966822706e-05,3.765419833848035e-42,3.28525447659055e-08,0.005421556924107891,0.11689450521035466,2.0907245561064732e-39,9.471947996964513e-37,0.00042534339023731887,0.21062106230421754,1.2827500342616606e-32,0.3896017462103812,5.1106918901244203e-08,3.4271244610865226e-07,2.2802986745512408e-35,0.0004809832302825543,0.04654852798608753,0.006132841565499803,2.7334075649282345e-08,4.6606523407623416e-05,2.1996898034173187e-16,1.2954894103059219e-06,6.020505482666931e-149,0.07529356936856996,1.1761898546669025e-07,1.242746164645477e-145,6.809202547884036e-05,6.684501638528568e-48,0.13802708728312152,2.3437944769567904e-120
sim_acct_0014,35.64153397382815,5.212930838519226,0.46125320337544756,0.5475572579352348,0.04094288873382291,0.018494665529481258,1.0,0.2600805407011969,3.375376811288856,6.561428425408066e-104,0.427614268140804,2.3784223957574927e-06,0.09197965789395672,4.804770772018707e-07,6.369020246042062e-62,0.029098491482694906,0.07473276619314996,5.111727933889278e-18,7.878518698445353e-22,7.507006594694579e-09,8.746334350934012e-15,0.001979178691975055,0.016819264370734763,8.89770497533489e-09,2.13152731810423e-20,8.582972930079373e-27,0.06744279654462979,0.016069155301669205,0.04085195252838998,1.0517528162531951e-119,0.0012431686906175707,7.585047453183145e-12,0.00013161909339844425,0.029320453245155618,0.06037566800889415,4.770305161477945e-46,5.459973922268136e-19,3.718472294676677e-27,0.14233868450215148,2.829870373623014e-127
sim_acct_0015,9.61654594609676,77.69107945005145,0.5630585861754918,0.6070391169238466,0.08697987369911356,-0.010556922193533918,0.5964343119646246,0.3441359280179797,4.226123271037013,0.058002517269692626,3.314082218142751e-36,2.5317002068962177e-05,2.2518735525199262e-13,1.2571239890420405e-05,0.04876990489203417,4.392566296262498e-60,1.1730137528645816e-72,3.24164337387356e-14,6.206489241130588e-15,7.614737250857998e-20,2.185999836765709e-32,2.341173349071802e-29,0.00011970729637055123,3.81756019158588e-06,0.1596740947918092,5.1183298767984764e-48,2.1867679412866708e-24,9.024428103691662e-31,0.3648545631214971,2.0289752910329853e-58,0.35701119201649956,9.395234488990552e-05,1.7838760644370282e-38,1.3419550441863396e-136,1.3212759347918202e-18,8.031654837618029e-150,4.289280296876038e-07,0.011414841836968755,1.7091699793761197e-05,8.117442932612217e-22
sim_acct_0016,78.54039922991647,2.405551049780514,0.3572515285657957,0.5603038618745589,0.10985737988604422,-0.012755182292925535,0.9123105656655105,0.21792310085362618,1.5470676993699186,2.7597069533089135e-10,0.05403503651928135,0.0026177132259502718,3.6661304043902955e-17,1.5508850444757327e-14,4.852754008205254e-07,0.006110272684065315,1.7342185985266815e-63,1.2354354769005572e-66,0.07187026650696723,0.038214691367176104,4.984449093110337e-24,0.4849057452035766,0.0001021082736822234,0.011631310336240056,4.950861605637897e-30,1.4870056964028722e-34,0.03802905502514052,0.0015385985591020632,9.04315215342129e-06,9.25706784955914e-15,0.00018846764097917864,5.091882930427164e-33,2.810417027692212e-51,0.1844691353909708,0.01893767949690748,1.0845240042964703e-161,0.07044824277737487,0.00012352545333225426,0.01676862277428861,6.14151018651738e-11
sim_acct_0017,39.59512380705282,8.801160990533429,0.4162296706962988,0.3783023836024217,0.03401307921416237,0.018730056875951653,0.916143794791044,0.21137978672576707,3.646835080349668,0.00011569194050677061,0.027158259529034025,5.111484183101511e-29,2.1936442875688008e-05,2.8857330321613694e-10,8.004465562355136e-53,0.4505633131764345,0.2775753930909457,2.6817221946032796e-14,6.676242909489488e-27,1.3870201546752143e-11,1.4167301623675347e-55,0.05532038358094457,0.0009993260316754472,2.6427039641986048e-12,1.5544261949992472e-30,0.004361643814741516,0.027482181348551984,0.11230805600143479,0.0026928076456179933,4.705431018885409e-83,1.147305093137912e-12,7.271820000865184e-35,1.4420930295839985e-67,0.041399203669531696,2.8221519870379815e-71,2.4394197737884912e-74,1.8034214365849692e-06,2.1729562768908155e-36,1.0828598625756906e-15,7.39163496949727e-15
sim_acct_0018,6.04151521789759,75.96019149304435,0.5232117935332165,0.6229729707411508,0.08737465719004274,-0.01710152666148424,0.6451064062199564,0.27947114890905295,4.623274473031149,0.19240252503913086,5.321267099735775e-07,6.379559962576783e-23,4.4085465222922785e-69,6.368099805051258e-29,0.0014835544350500216,6.094552031685684e-14,4.35095281120938e-25,5.162270621985537e-31,0.009308265373591315,7.225707530055798e-17,4.980828728988731e-67,1.2133053572735758e-16,9.778867222119692e-32,2.834590348656527e-28,0.13486553099708265,6.631087089117623e-60,3.967225330713387e-11,9.3702256168997e-12,0.006050093410021433,1.6191142977112014e-50,0.36315659429909947,2.7375559207720403e-52,1.6675335799082797e-69,1.6970373627767724e-08,5.876952504380509e-11,7.325592035438673e-118,0.0013365240950158697,0.2913963631460517,8.868227442487889e-56,1.3191985139326186e-161
sim_acct_0019,69.53717984221686,3.6860934753426937,0.20281628374494523,0.37912795828651485,0.11266699073201021,0.026552959862618377,0.8758621395605104,0.26357863596718484,1.5497285756249979,0.404562925585046,7.984412958915007e-29,0.02814164677746304,9.606079192185653e-23,0.06099738226774137,2.1620136121563409e-10,0.08145395303647486,5.478540942515523e-32,6.592656933720564e-23,0.0013639431362290674,0.02355796659349065,1.753097189965016e-52,0.3636094248987786,0.0018198555417493834,0.0012560281898376076,7.895302091750558e-05,3.5351673681130823e-09,0.0004143290333403467,0.00034301600292513005,1.3629869677363215e-08,3.4383838423535037e-131,0.006055181999190344,1.5143220348791737e-27,9.674944999090209e-94,0.019817578975508735,1.8860238985010848e-44,0.00021217771407005653,1.244222712009157e-07,8.247252058469713e-54,0.006314504422423333,9.910013044932923e-07
sim_acct_0020,35.20686563864136,8.020942743410679,0.37742925096004465,0.5292052948591716,0.0365515049625092,0.02916617899181701,0.9689930016588132,0.2674291543986742,3.6405296518881967,2.1376705692108662e-36,0.002942602472964039,0.00018468028372504406,7.536968564346151e-09,0.009727887608439803,7.89486263466244e-05,0.00027405775982402474,0.22031441495312457,4.24030944292554e-27,2.4107504153208836e-19,0.00020468010462044805,2.314321879172416e-58,0.11834381672378182,0.007716380695658396,0.0015669517508671324,2.2873141740428757e-19,1.8595610102182563e-07,0.29896141141089677,0.14240834594246116,0.08298818187931166,7.981823487629445e-68,4.3840770860062575e-38,1.339714149983483e-85,8.92597525254735e-24,0.11428744624592428,1.2750364729424395e-47,2.71316297889694e-51,4.898452276481863e-11,1.1417967853332685e-85,8.223429884165076e-28,3.5428479425578398e-65
sim_acct_0021,6.47788282849551,56.46754493979094,0.44607596638937574,0.46338509706233305,0.07007295874451482,-0.005940782193312497,0.748571376381913,0.3141057410934081,5.005516065365031,0.027219970463052193,6.551227534822006e-55,1.0668021106241976e-62,1.4652119240990558e-44,1.3900584594808727e-24,0.12319806553065178,0.04215833603806827,4.65599621777637e-181,8.943231316002764e-47,2.470720217834286e-53,3.09552826404951e-56,9.879500091741243e-06,5.571186851402471e-259,5.0589229913696965e-42,0.001542742524915577,0.33015322979103345,3.0867071892490686e-47,5.502982137513003e-20,1.2015801041361416e-08,0.26509385559988985,1.622682891600073e-70,0.18020057155832658,2.3902406973917453e-34,1.6095315708878794e-126,8.845882986756614e-36,5.047130778751176e-103,2.3567216075070438e-23,0.029757208455354192,0.0006661285228151789,5.75351111834129e-26,4.2542288483142193e-39
sim_acct_0022,99.5459876194827,2.743424015532552,0.2357100939601845,0.41694814230499716,0.09650411539153776,-0.0030354544449140214,1.0,0.3341461861674899,1.8161624654602635,0.0002603580202035419,1.4836896965354257e-91,0.0014269687711563042,5.95056003506932e-30,0.005579319805857246,0.00020898496142305318,0.0049814895962497375,6.579741469385999e-32,5.777742234671631e-235,0.0006829790399714973,1.0051262562572558e-09,1.6476217626939608e-40,0.3843374844744174,4.563391866003276e-18,0.10994535504254595,1.3527389028084633e-78,0.000679750598792916,0.038768013503583866,0.06489345504055798,2.3515517014530113e-10,1.4191918583231605e-63,1.758121173650353e-26,3.965709490578735e-49,2.7596302979783076e-27,0.17319539912331344,1.2542548257023718e-26,3.3305947036001505e-93,0.13798240052166408,6.360561470611123e-41,0.07705804025841188,1.5696586092732238e-12
sim_acct_0023,36.48307662415607,8.261578607094805,0.5881476451446302,0.47810767561455303,0.03853356920818113,-0.030393433716132505,0.948911099770285,0.2504855850602599,2.358917997754936,3.610722445442864e-17,0.004704047434811703,5.453267439094765e-24,0.0002739132275075333,1.526273518734041e-05,6.7613162490544696e-34,3.443205984160717e-11,0.4532949711704083,1.7215160358607344e-26,2.7002501421110363e-12,1.5494551429072995e-261,1.3690811456035213e-63,0.002581318175367792,3.7733354807020174e-06,5.891044860518964e-20,1.8741378584724005e-86,5.118483728772103e-19,0.2998248558493775,0.1406085871429952,0.06442345307795289,3.588319318413838e-11,1.1954184982986507e-19,1.7202823277794716e-74,3.2116895249633668e-108,0.03426888479360566,1.3082767165094152e-87,3.9320460901146806e-16,9.329842894049981e-07,2.241877624402276e-45,1.2205457474990377e-40,1.8327768863754395e-74
sim_acct_0024,5.240320990724265,56.58490445598299,0.5068454473708467,0.4911190022320525,0.06898649043543884,0.0013656175518968576,0.5810800618807619,0.30347758351474674,4.375810821031456,0.15633056612475882,2.647871149948137e-215,1.1197124637030618e-41,7.361529817961918e-08,1.8552320818592697e-87,0.05662529139833972,2.6849170024927796e-62,2.7884482898179965e-42,1.200983185517626e-21,9.179693891235599e-23,4.2013647569523206e-26,2.7200793425781985e-35,1.2814103909624181e-28,3.6695027067451025e-28,9.378945525984297e-09,0.2436206415501863,8.247748360783555e-36,2.6853162652864745e-82,9.055385184056159e-13,0.31597980679279764,9.986118481425732e-48,0.20301055837851115,1.1914897034976936e-13,0.022835533623789584,9.935879056489677e-21,2.018511039999986e-35,0.0010545812692627635,1.9152482177359047e-05,0.0005237853848651627,2.210028433216913e-105,4.305323176305092e-14
sim_acct_0025,102.19491300914623,3.164674531740326,0.25954110504647077,0.4682371563273902,0.12859000543699375,-0.010229787879087012,0.9776938207687208,0.24845339250526474,1.7141707658163272,2.471865050861206e-05,3.6178313526031085e-93,4.909043787696724e-11,7.609490548427906e-06,6.2120169158368654e-12,1.3406610027295042e-09,0.13041862373726057,3.1184399013870015e-39,5.0292394014908303e-48,0.00040732082646676094,0.03196899228022051,5.4199041453344036e-74,0.466682920007658,2.94671148681699e-06,1.427098154488269e-08,4.601008240538992e-40,3.707161325701655e-72,0.09138966145597416,0.05129754467094368,1.0741820157725746e-09,0.013680813299146357,1.349609491836978e-60,4.473946988072669e-53,1.3790869759529252e-19,0.11534487408771947,2.5009621297039515e-112,1.000523883790327e-40,8.058053541422534e-10,1.3894468782233817e-17,0.09877395723509609,3.8217050184337016e-14
sim_acct_0026,31.740118735142996,6.144951038333553,0.3937885860365897,0.4575438460747286,0.04087728465112981,0.03006647988129294,0.9461024893998379,0.2796627918039943,4.9242907615111955,6.434279158153068e-07,0.05436357289402264,5.32720433543509e-16,3.689070779890957e-09,0.01036587908922943,3.805519133996188e-32,0.03048716914735322,0.16980150020024062,6.588151494801024e-08,2.950701931501443e-07,2.1591424706300507e-26,7.7501717839979e-85,0.002137118961135731,0.0009128718639210736,9.312331157857157e-14,9.772190342922698e-45,0.18924746851427257,0.0553632269547959,0.46166921778097303,0.005495139608135204,8.408853924614563e-25,2.817233570971642e-22,0.00183351378278922,1.9886311169535496e-13,0.018322313134141618,7.121317236314066e-107,3.952103753973972e-68,8.224233277452645e-40,2.4790345761634495e-15,1.0720586959527073e-37,2.2045144128760268e-30
sim_acct_0027,5.271375773750992,62.79806094639298,0.5211075374237366,0.4927506981175931,0.10129619812779074,0.08344253793301432,0.7806330382924316,0.3257372027428834,4.764508921305482,0.02448280946137228,2.812109025408573e-10,2.7398964663095704e-17,2.3685504958174667e-41,2.4125302693878554e-39,0.01048923259067825,3.847132054586657e-203,1.5794854188102254e-25,4.6294237164739426e-98,3.796721394829223e-48,1.4748728704679534e-193,3.3210162920344976e-128,1.675779153845673e-37,3.008144352352474e-76,9.244479761256966e-33,0.27444929745148516,4.986678566328953e-34,2.752715782322379e-07,1.3170426773470685e-06,0.15341646355366867,0.1684900523296836,0.36837350651191714,5.243826767088258e-40,4.097996149113903e-45,8.159736536080104e-165,9.880793901777004e-53,7.129227703970523e-148,0.0001983900889466895,4.1517352115344914e-05,5.7138062476210655e-05,2.1902041453702706e-12
sim_acct_0028,87.76672385926118,3.2167158491141388,0.26896463024253914,0.4248909604427241,0.13122368087734174,-0.004195012169540043,0.8662205116829549,0.22463003301029882,1.508957202518808,6.640947822373354e-07,2.3871591229788062e-06,2.5508151857069173e-05,2.4508855448779823e-12,0.0017956630141524967,0.0009313677932700565,0.035858016257921,9.378122705422032e-37,2.3603221489065128e-62,0.033296487882985934,9.661327741944005e-06,2.6565347964062883e-32,0.777240188918541,1.4359245213905307e-06,0.03151380112802348,7.328377580851495e-15,4.6988961419598194e-29,0.0001606982080390694,0.003188477563446471,0.0012655490745651552,6.80966119100071e-06,1.5319433441589445e-154,1.9123753171852982e-11,2.8176138198104224e-32,0.01978662300493575,7.707411811288455e-16,1.950621637446377e-19,0.0021894096183954674,1.1066520332197923e-230,0.09272725119492432,1.7412556582526988e-20
sim_acct_0029,33.85950661817943,7.613593760398603,0.4093570636701875,0.3726806330661591,0.03802860547236136,0.0018790047400745434,1.0,0.2898532221022927,3.5423650224314853,4.3591765306757365e-66,0.12052001721898525,5.547553774330498e-08,3.1000710249793915e-07,0.01366403783324183,4.15460223504049e-24,0.04752036004421506,0.24348982682894857,1.1432560382083996e-09,1.936810026453231e-27,1.681429852570083e-61,1.2405794319057974e-08,0.002140757036122956,0.10863238520102479,6.667528109507634e-09,1.9746124433263349e-84,4.603978323357092e-07,0.1705413637715534,0.13278145593324572,0.07575974243910306,1.7339536319703304e-56,5.206566211440178e-62,9.302293302341878e-36,3.31150501977963e-67,0.08471939817181612,4.553829806779467e-15,7.320382398537444e-43,3.7494629534521794e-94,0.00022980942468754341,2.024847525793445e-67,2.1611030946534133e-24
sim_acct_0030,6.109299457751225,45.977642701615,0.4586714164986244,0.4158513185560156,0.06229614411443687,-0.0168780422133661,0.5572553112930332,0.30694757790818517,5.375920990438634,0.21897017403123895,3.445834554906462e-29,6.435607337413773e-28,3.89109084898838e-36,6.86360999740787e-21,0.026624263706662595,2.853038339092276e-264,5.716004036162228e-14,2.6317035338649998e-102,1.809108337115879e-15,2.562897851926478e-87,5.0373514809574806e-11,5.954406547410168e-24,0.014375021305013542,2.3016179212613238e-17,0.29569077805466604,2.128668214806963e-05,4.909396517598658e-48,1.1176606483082225e-32,0.17199540974484262,3.055552040343648e-06,0.16313013118534675,6.890036508248934e-25,0.001664276113652648,8.106733521911947e-140,4.7715205852413444e-57,8.042622183938295e-46,0.1075256035739033,5.2901068883019126e-14,4.588879410453836e-75,4.192815994814261e-119
